original coordinate,"ETRS89 Geodetic ( Degrees, Minutes, Seconds )","ETRS89 Geodetic ( Degrees, Decimal Minutes )","ETRS89 Geodetic ( Decimal Degrees )","ETRS89 XYZ","National Grid Eastings and Northings","National Grid KM Square"
"272930 665125","55, 51, 44.99949, W, 4, 1, 54.789077, 53.8479","55, 51.749992, W, 4, 1.913151, 53.8479","55.8624998584, -4.0318858547, 53.8479","3578675.5083, -252246.7657, 5255910.7073","272930 665125 0 1","NS7265"
"272980 675500","55, 57, 20.41472, W, 4, 2, 9.481201, 53.8276","55, 57.340245, W, 4, 2.15802, 53.8276","55.9556707554, -4.0359670002, 53.8276","3570087.8123, -251897.0128, 5261725.2572","272980 675500 0 1","NS7275"
"273170 665600","55, 52, 0.58186, W, 4, 1, 41.794923, 53.8438","55, 52.009698, W, 4, 1.696582, 53.8438","55.8668282944, -4.0282763675, 53.8438","3578293.4754, -251993.2954, 5256181.1384","273170 665600 0 1","NS7365"
"273245 660055","55, 49, 1.409841, W, 4, 1, 28.157042, 53.866","55, 49.023497, W, 4, 1.469284, 53.866","55.8170582892, -4.0244880674, 53.866","3582884.2867, -252078.525, 5253069.7913","273245 660055 0 1","NS7360"
"273500 612300","55, 23, 17.896486, W, 3, 59, 54.567541, 54.4905","55, 23.298275, W, 3, 59.909459, 54.4905","55.3883045795, -3.9984909836, 54.4905","3622291.1656, -253199.4054, 5226103.2198","273500 612300 0 1","NS7312"
"273730 664120","55, 51, 13.269927, W, 4, 1, 7.11858, 53.8403","55, 51.221165, W, 4, 1.118643, 53.8403","55.8536860909, -4.0186440499, 53.8403","3579543.904, -251476.5994, 5255359.9369","273730 664120 0 1","NS7364"
"273740 352190","53, 3, 7.295365, W, 3, 53, 6.494579, 54.7227","53, 3.121589, W, 3, 53.108243, 54.7227","53.0520264903, -3.885137383, 54.7227","3833257.5092, -260326.3233, 5074069.5612","273740 352190 0 1","SH7352"
"274200 194800","51, 38, 16.435609, W, 3, 49, 9.365901, 52.6088","51, 38.273927, W, 3, 49.156098, 52.6088","51.6378987804, -3.8192683057, 52.6088","3957853.0684, -264217.2202, 4977940.1807","274200 194800 0 1","SS7494"
"274320 654250","55, 45, 54.770358, W, 4, 0, 16.795426, 53.9177","55, 45.912839, W, 4, 0.279924, 53.9177","55.7652139884, -4.004665396, 53.9177","3587733.3051, -251172.3189, 5249824.5868","274320 654250 0 1","NS7454"
"274480 301320","52, 35, 42.539433, W, 3, 51, 16.330037, 54.2443","52, 35.708991, W, 3, 51.272167, 54.2443","52.5951498424, -3.8545361215, 54.2443","3873814.6018, -261002.2157, 5043346.2982","274480 301320 0 1","SH7401"
"274620 665280","55, 51, 51.604704, W, 4, 0, 17.905305, 53.8279","55, 51.860078, W, 4, 0.298422, 53.8279","55.8643346399, -4.0049736959, 53.8279","3578624.9098, -250554.003, 5256025.3289","274620 665280 0 1","NS7465"
"274700 192300","51, 36, 55.954427, W, 3, 48, 40.150189, 52.5386","51, 36.932574, W, 3, 48.66917, 52.5386","51.6155428964, -3.8111528304, 52.5386","3959836.1308, -263786.2325, 4976396.0281","274700 192300 0 1","SS7492"
"275000 105100","50, 49, 54.798359, W, 3, 46, 34.988366, 52.3469","50, 49.913306, W, 3, 46.583139, 52.3469","50.831888433, -3.7763856573, 52.3469","4027815.871, -265859.9006, 4921794.4427","275000 105100 0 1","SS7505"
"275034 656191","55, 46, 58.181378, W, 3, 59, 39.065575, 53.8704","55, 46.96969, W, 3, 59.651093, 53.8704","55.7828281606, -3.9941848819, 53.8704","3586161.5819, -250403.0993, 5250927.6062","275034 656191 0 1","NS7556"
"275054 657175","55, 47, 30.009441, W, 3, 59, 39.540983, 53.8596","55, 47.500157, W, 3, 59.659016, 53.8596","55.7916692892, -3.9943169398, 53.8596","3585348.9529, -250354.6616, 5251481.0717","275054 657175 0 1","NS7557"
"275100 197500","51, 39, 44.509919, W, 3, 48, 26.043653, 52.6688","51, 39.741832, W, 3, 48.434061, 52.6688","51.6623638663, -3.8072343482, 52.6688","3955778.5118, -263244.1958, 4979629.1404","275100 197500 0 1","SS7597"
"275280 353610","53, 3, 54.525525, W, 3, 51, 45.811702, 54.6892","53, 3.908759, W, 3, 51.763528, 54.6892","53.0651459792, -3.8627254729, 54.6892","3832194.7341, -258748.2664, 5074947.0192","275280 353610 0 1","SH7553"
"275591 673147","55, 56, 6.81331, W, 3, 59, 35.128404, 53.7921","55, 56.113555, W, 3, 59.585473, 53.7921","55.9352259193, -3.9930912233, 53.7921","3572156.6938, -249356.693, 5260450.5048","275591 673147 0 1","NS7573"
"275700 800400","57, 4, 39.958931, W, 4, 3, 7.880388, 53.4278","57, 4.665982, W, 4, 3.13134, 53.4278","57.0777663698, -4.0521889967, 53.4278","3466066.0469, -245543.7242, 5330656.6496","275700 800400 0 1","NH7500"
"275925 652365","55, 44, 55.327642, W, 3, 58, 41.671441, 53.9174","55, 44.922127, W, 3, 58.694524, 53.9174","55.7487021227, -3.9782420669, 53.9174","3589364.8271, -249623.158, 5248790.1084","275925 652365 -0 1","NS7552"
"276000 665200","55, 51, 50.304395, W, 3, 58, 58.445211, 53.8137","55, 51.838407, W, 3, 58.974087, 53.8137","55.8639734432, -3.9829014475, 53.8137","3578754.3647, -249177.6901, 5256002.7498","276000 665200 0 1","NS7665"
"276065 651235","55, 44, 18.927839, W, 3, 58, 31.799011, 53.9374","55, 44.315464, W, 3, 58.529984, 53.9374","55.7385910664, -3.9754997252, 53.9374","3590305.0027, -249515.8698, 5248156.4465","276065 651235 -0 1","NS7651"
"276320 234520","51, 59, 43.150034, W, 3, 48, 10.235006, 53.4706","51, 59.719167, W, 3, 48.170583, 53.4706","51.995319454, -3.8028430574, 53.4706","3926738.7098, -261009.4051, 5002524.8298","276320 234520 0 1","SN7634"
"276400 659500","55, 48, 46.41548, W, 3, 58, 26.105983, 53.8246","55, 48.773591, W, 3, 58.4351, 53.8246","55.8128931888, -3.9739183285, 53.8246","3583488.0505, -248942.7274, 5252809.1968","276400 659500 0 1","NS7659"
"276410 673880","55, 56, 31.268483, W, 3, 58, 49.172731, 53.7766","55, 56.521141, W, 3, 58.819546, 53.7766","55.942019023, -3.9803257587, 53.7766","3571587.0708, -248517.3175, 5260874.112","276410 673880 0 1","NS7673"
"276700 103120","50, 48, 52.042815, W, 3, 45, 5.725998, 52.2762","50, 48.86738, W, 3, 45.095433, 52.2762","50.8144563375, -3.751590555, 52.2762","4029430.5851, -264215.1732, 4920569.3346","276700 103120 0 1","SS7603"
"276700 189600","51, 35, 30.191636, W, 3, 46, 52.791474, 52.448","51, 35.503194, W, 3, 46.879858, 52.448","51.5917198989, -3.7813309651, 52.448","3962045.6479, -261862.1367, 4974749.6968","276700 189600 0 1","SS7689"
"277350 655530","55, 46, 38.949951, W, 3, 57, 25.129426, 53.8397","55, 46.649166, W, 3, 57.418824, 53.8397","55.7774860976, -3.9569803961, 53.8397","3586814.0473, -248108.3433, 5250593.0953","277350 655530 -0 1","NS7755"
"277490 658850","55, 48, 26.403362, W, 3, 57, 22.475571, 53.8141","55, 48.440056, W, 3, 57.374593, 53.8141","55.8073342674, -3.9562432142, 53.8141","3584075.4136, -247872.5714, 5252461.3902","277490 658850 0 1","NS7758"
"277900 379100","53, 17, 41.143675, W, 3, 50, 0.204455, 54.195","53, 17.685728, W, 3, 50.003408, 54.195","53.2947621319, -3.8333901264, 54.195","3811915.5674, -255418.5005, 5090261.2923","277900 379100 0 1","SH7779"
"278049 377466","53, 16, 48.419129, W, 3, 49, 49.902428, 54.2454","53, 16.806985, W, 3, 49.831707, 54.2454","53.2801164248, -3.8305284521, 54.2454","3813232.0787, -255315.405, 5089286.9417","278049 377466 0 1","SH7877"
"278110 700990","56, 11, 9.172736, W, 3, 57, 55.722339, 53.5591","56, 11.152879, W, 3, 57.928706, 53.5591","56.1858813154, -3.9654784274, 53.5591","3549177.7328, -246033.8845, 5276032.3184","278110 700990 0 1","NN7800"
"278130 610150","55, 22, 12.607726, W, 3, 55, 28.237263, 54.3718","55, 22.210129, W, 3, 55.470621, 54.3718","55.3701688129, -3.9245103507, 54.3718","3624272.6784, -248635.7892, 5224955.9973","278130 610150 0 1","NS7810"
"278140 665515","55, 52, 2.453025, W, 3, 56, 55.938181, 53.7924","55, 52.040884, W, 3, 56.932303, 53.7924","55.8673480624, -3.9488717169, 53.7924","3578591.4524, -247030.6953, 5256213.5682","278140 665515 0 1","NS7865"
"278185 882385","57, 48, 51.852038, W, 4, 3, 7.382437, 52.2656","57, 48.864201, W, 4, 3.123041, 52.2656","57.814403344, -4.052050677, 52.2656","3397090.4118, -240649.0967, 5374799.615","278185 882385 0 1","NH7882"
"278309 367024","53, 11, 10.906094, W, 3, 49, 21.505851, 54.5162","53, 11.181768, W, 3, 49.358431, 54.5162","53.1863628038, -3.8226405143, 54.5162","3821607.2054, -255347.6863, 5083041.8006","278309 367024 0 1","SH7867"
"278325 98905","50, 46, 36.888858, W, 3, 43, 37.69258, 52.1788","50, 46.614814, W, 3, 43.62821, 52.1788","50.7769135717, -3.7271368279, 52.1788","4032772.4003, -262705.7689, 4917929.3734","278325 98905 0 1","SX7898"
"278400 382000","53, 19, 15.35295, W, 3, 49, 37.216537, 54.1003","53, 19.255882, W, 3, 49.620276, 54.1003","53.320931375, -3.8270045937, 54.1003","3809613.7882, -254837.7901, 5092001.4521","278400 382000 0 1","SH7881"
"278530 697720","56, 9, 23.857924, W, 3, 57, 25.995286, 53.5295","56, 9.397632, W, 3, 57.433255, 53.5295","56.1566272012, -3.9572209128, 53.5295","3551912.5637, -245709.1074, 5274218.9004","278530 697720 0 1","NS7897"
"278720 371690","53, 13, 42.159364, W, 3, 49, 5.763393, 54.4004","53, 13.702656, W, 3, 49.096057, 54.4004","53.2283776011, -3.8182676092, 54.4004","3817890.4462, -254806.6574, 5085842.1849","278720 371690 0 1","SH7871"
"279250 654870","55, 46, 19.336571, W, 3, 55, 35.09145, 53.8231","55, 46.322276, W, 3, 55.584857, 53.8231","55.7720379365, -3.9264142917, 53.8231","3587446.2604, -246229.1607, 5250251.9059","279250 654870 -0 1","NS7954"
"279488 377857","53, 17, 2.250362, W, 3, 48, 32.781806, 54.2007","53, 17.037506, W, 3, 48.546363, 54.2007","53.283958434, -3.8091060573, 54.2007","3812985.2543, -253866.8814, 5089542.5501","279488 377857 0 1","SH7977"
"279500 356500","53, 5, 31.490536, W, 3, 48, 3.11772, 54.5804","53, 5.524842, W, 3, 48.051962, 54.5804","53.0920807045, -3.8008660334, 54.5804","3830080.6568, -254451.8242, 5076747.6049","279500 356500 0 1","SH7956"
"279520 362260","53, 8, 37.81128, W, 3, 48, 9.834547, 54.5422","53, 8.630188, W, 3, 48.163909, 54.5422","53.1438364668, -3.8027318185, 54.5422","3825475.3263, -254270.9918, 5080204.4727","279520 362260 0 1","SH7962"
"279757 693585","56, 7, 11.310332, W, 3, 56, 8.206507, 53.506","56, 7.188506, W, 3, 56.136775, 53.506","56.1198084255, -3.9356129186, 53.506","3555401.1746, -244603.2054, 5271934.6212","279757 693585 0 1","NS7993"
"280063 361693","53, 8, 19.913238, W, 3, 47, 39.860024, 54.5334","53, 8.331887, W, 3, 47.664334, 54.5334","53.1388647884, -3.7944055622, 54.5334","3825953.9642, -253744.365, 5079872.5741","280063 361693 0 1","SH8061"
"280170 60920","50, 26, 9.055308, W, 3, 41, 19.363321, 51.6642","50, 26.150922, W, 3, 41.322722, 51.6642","50.4358486966, -3.6887120337, 51.6642","4062207.2308, -261887.5171, 4893850.2118","280170 60920 0 1","SX8060"
"280200 376000","53, 16, 2.770307, W, 3, 47, 51.83471, 54.246","53, 16.046172, W, 3, 47.863912, 54.246","53.2674361965, -3.797731864, 54.246","3814506.205, -253207.5541, 5088443.0483","280200 376000 0 1","SH8075"
"280220 240677","52, 3, 5.419932, W, 3, 44, 53.602024, 53.5626","52, 3.090332, W, 3, 44.893367, 53.5626","52.0515055365, -3.7482227844, 53.5626","3922068.3227, -256943.7611, 5006371.853","280220 240677 0 1","SN8040"
"280365 658470","55, 48, 16.714267, W, 3, 54, 36.841693, 53.7862","55, 48.278571, W, 3, 54.614028, 53.7862","55.8046428518, -3.9102338035, 53.7862","3584520.5717, -245011.3244, 5252292.959","280365 658470 0 1","NS8058"
"281518 878244","57, 46, 41.255202, W, 3, 59, 38.173202, 52.0396","57, 46.687587, W, 3, 59.63622, 52.0396","57.778126445, -3.9939370006, 52.0396","3400743.092, -237441.5014, 5372646.2006","281518 878244 0 1","NH8178"
"282030 667700","55, 53, 16.574327, W, 3, 53, 15.725321, 53.7453","55, 53.276239, W, 3, 53.262089, 53.7453","55.887937313, -3.8877014781, 53.7453","3576959.7299, -243081.3, 5257499.4888","282030 667700 0 1","NS8267"
"282297 182125","51, 31, 32.648245, W, 3, 41, 53.048523, 52.1886","51, 31.544137, W, 3, 41.884142, 52.1886","51.5257356235, -3.6980690341, 52.1886","3968159.989, -256475.1028, 4970185.2553","282297 182125 0 1","SS8282"
"282550 899750","57, 58, 17.210682, W, 3, 59, 13.984719, 52.1879","57, 58.286845, W, 3, 59.233079, 52.1879","57.9714474115, -3.9872179776, 52.1879","3382580.4658, -235774.7757, 5384096.0924","282550 899750 0 1","NH8299"
"283990 650200","55, 43, 52.540328, W, 3, 50, 56.091237, 53.8402","55, 43.875672, W, 3, 50.934854, 53.8402","55.7312612023, -3.8489142324, 53.8402","3591520.3802, -241628.3551, 5247696.8881","283990 650200 -0 1","NS8350"
"284005 99485","50, 46, 59.849773, W, 3, 38, 48.459327, 52.0273","50, 46.997496, W, 3, 38.807655, 52.0273","50.7832916037, -3.6467942575, 52.0273","4032588.1441, -257015.6189, 4918377.8869","284005 99485 0 1","SX8499"
"284500 244000","52, 4, 56.199839, W, 3, 41, 13.057234, 53.5934","52, 4.936664, W, 3, 41.217621, 53.5934","52.082277733, -3.6869603427, 53.5934","3919645.8065, -252576.3544, 5008476.7561","284500 244000 0 1","SN8443"
"284830 659110","55, 48, 41.313947, W, 3, 50, 21.523116, 53.741","55, 48.688566, W, 3, 50.358719, 53.741","55.8114760965, -3.8393119766, 53.741","3584193.1822, -240532.0094, 5252720.471","284830 659110 0 1","NS8459"
"284860 901250","57, 59, 7.85905, W, 3, 56, 56.126785, 52.0785","57, 59.130984, W, 3, 56.935446, 52.0785","57.9855164027, -3.9489241071, 52.0785","3381411.8263, -233422.4633, 5384926.8708","284860 901250 0 1","NC8401"
"285100 379100","53, 17, 46.945082, W, 3, 43, 31.513367, 54.0371","53, 17.782418, W, 3, 43.525223, 54.0371","53.2963736339, -3.7254203797, 54.0371","3812246.5373, -248225.4236, 5090368.3601","285100 379100 0 1","SH8579"
"285520 191420","51, 36, 35.781362, W, 3, 39, 16.781325, 52.4267","51, 36.596356, W, 3, 39.279689, 52.4267","51.6099392672, -3.6546614792, 52.4267","3961029.4646, -253000.9499, 4976008.7852","285520 191420 0 1","SS8591"
"285900 190900","51, 36, 19.23519, W, 3, 38, 56.423316, 52.401","51, 36.320587, W, 3, 38.940389, 52.401","51.6053431085, -3.6490064767, 52.401","3961454.389, -252635.509, 4975691.1807","285900 190900 0 1","SS8590"
"286000 682600","56, 1, 21.711263, W, 3, 49, 50.065071, 53.4242","56, 1.361854, W, 3, 49.834418, 53.4242","56.0226975731, -3.8305736309, 53.4242","3564795.1968, -238684.1077, 5265899.3124","286000 682600 0 1","NS8682"
"286190 931600","58, 15, 29.868578, W, 3, 56, 28.367962, 52.8306","58, 15.49781, W, 3, 56.472799, 52.8306","58.2582968272, -3.9412133227, 52.8306","3355704.6444, -231194.1154, 5400972.8964","286190 931600 0 1","NC8631"
"286400 189900","51, 35, 47.246072, W, 3, 38, 29.273383, 52.3584","51, 35.787435, W, 3, 38.48789, 52.3584","51.5964572422, -3.6414648286, 52.3584","3962260.8238, -252163.2825, 4975077.0634","286400 189900 0 1","SS8689"
"286752 71200","50, 31, 46.455368, W, 3, 35, 57.054673, 51.5552","50, 31.774256, W, 3, 35.950911, 51.5552","50.5295709354, -3.5991818536, 51.5552","4054584.6491, -255034.7181, 4900484.0463","286752 71200 0 1","SX8671"
"286760 680730","56, 0, 21.906314, W, 3, 49, 3.354781, 53.4416","56, 0.365105, W, 3, 49.055913, 53.4416","56.0060850872, -3.8175985504, 53.4416","3566379.4814, -237978.9417, 5264865.3816","286760 680730 0 1","NS8680"
"287000 765300","56, 45, 55.917028, W, 3, 51, 0.810575, 53.269","56, 45.93195, W, 3, 51.01351, 53.269","56.7655325077, -3.8502251597, 53.269","3495978.9575, -235280.9214, 5311679.4868","287000 765300 0 1","NN8765"
"287420 659840","55, 49, 7.11462, W, 3, 47, 53.913863, 53.7108","55, 49.118577, W, 3, 47.898564, 53.7108","55.81864295, -3.7983094064, 53.7108","3583705.7399, -237923.264, 5253168.7887","287420 659840 -0 1","NS8759"
"288040 98910","50, 46, 44.0997, W, 3, 35, 21.856351, 51.9026","50, 46.734995, W, 3, 35.364273, 51.9026","50.7789165834, -3.589404542, 51.9026","4033219.803, -252999.8926, 4918070.0578","288040 98910 0 1","SX8898"
"288160 856010","57, 34, 48.823471, W, 3, 52, 19.199831, 51.8138","57, 34.813725, W, 3, 52.319997, 51.8138","57.5802287419, -3.871999953, 51.8138","3419823.7289, -231461.2372, 5360861.8863","288160 856010 0 1","NH8856"
"288300 679100","55, 59, 30.513021, W, 3, 47, 32.050732, 53.4431","55, 59.50855, W, 3, 47.534179, 53.4431","55.9918091725, -3.7922363145, 53.4431","3567799.3451, -236487.3991, 5263976.5107","288300 679100 0 1","NS8879"
"288310 246410","52, 6, 16.987666, W, 3, 37, 55.826389, 53.5381","52, 6.283128, W, 3, 37.93044, 53.5381","52.1047187961, -3.632173997, 53.5381","3917919.2687, -248703.4508, 5010010.8175","288310 246410 0 1","SN8846"
"288575 643660","55, 40, 24.977132, W, 3, 46, 23.807658, 53.8732","55, 40.416286, W, 3, 46.396794, 53.8732","55.673604759, -3.7732799051, 53.8732","3597127.8785, -237236.0879, 5244079.6891","288575 643660 -0 1","NS8843"
"288780 680290","56, 0, 9.387055, W, 3, 47, 6.141095, 53.393","56, 0.156451, W, 3, 47.102352, 53.393","56.0026075153, -3.7850391932, 53.393","3566834.4361, -235973.4341, 5264648.8447","288780 680290 0 1","NS8880"
"288800 693115","56, 7, 4.014097, W, 3, 47, 24.172265, 53.2277","56, 7.066902, W, 3, 47.402871, 53.2277","56.1177816937, -3.7900478514, 53.2277","3556197.9185, -235581.9836, 5271808.5874","288800 693115 0 1","NS8893"
"288960 60600","50, 26, 4.928589, W, 3, 33, 53.61034, 51.4244","50, 26.082143, W, 3, 33.893506, 51.4244","50.4347023859, -3.5648917612, 51.4244","4062861.6607, -253114.2951, 4893768.8071","288960 60600 0 1","SX8860"
"289100 942500","58, 21, 24.78043, W, 3, 53, 48.793258, 52.8969","58, 21.413007, W, 3, 53.813221, 52.8969","58.3568834527, -3.8968870161, 52.8969","3346560.6432, -227962.9474, 5406741.9031","289100 942500 0 1","NC8942"
"289460 184370","51, 32, 50.504025, W, 3, 35, 44.034585, 52.1151","51, 32.841734, W, 3, 35.73391, 52.1151","51.547362229, -3.5955651626, 52.1151","3966732.1044, -249257.3816, 4971681.8686","289460 184370 0 1","SS8984"
"289566 812339","57, 11, 18.584124, W, 3, 49, 43.919309, 52.785","57, 11.309735, W, 3, 49.731988, 52.785","57.1884955899, -3.8288664748, 52.785","3456662.1896, -231340.5092, 5337348.0909","289566 812339 0 1","NH8912"
"289830 183400","51, 32, 19.377823, W, 3, 35, 23.740135, 52.0791","51, 32.322964, W, 3, 35.395669, 52.0791","51.538716062, -3.5899278153, 52.0791","3967508.4034, -248914.2587, 4971083.5664","289830 183400 0 1","SS8983"
"289878 822465","57, 16, 46.146394, W, 3, 49, 41.528363, 52.6465","57, 16.769107, W, 3, 49.692139, 52.6465","57.2794851095, -3.8282023232, 52.6465","3448163.0543, -230731.5474, 5342832.0742","289878 822465 0 1","NH8922"
"290150 921740","58, 10, 14.856702, W, 3, 52, 8.798744, 52.4259","58, 10.247612, W, 3, 52.146646, 52.4259","58.1707935283, -3.8691107621, 52.4259","3364258.464, -227530.0349, 5395838.7747","290150 921740 0 1","NC9021"
"290360 64850","50, 28, 23.424037, W, 3, 32, 47.152162, 51.4136","50, 28.390401, W, 3, 32.785869, 51.4136","50.4731733437, -3.546431156, 51.4136","4059649.3689, -251601.1082, 4896493.5234","290360 64850 0 1","SX9064"
"290500 181400","51, 31, 15.132628, W, 3, 34, 46.736951, 52.0096","51, 31.25221, W, 3, 34.778949, 52.0096","51.5208701744, -3.5796491532, 52.0096","3969104.4454, -248299.5534, 4969848.3042","290500 181400 0 1","SS9081"
"290555 63505","50, 27, 40.025666, W, 3, 32, 35.845617, 51.3944","50, 27.667094, W, 3, 32.597427, 51.3944","50.4611182406, -3.5432904492, 51.3944","4060695.4222, -251442.4945, 4895639.9364","290555 63505 0 1","SX9063"
"290582 667064","55, 53, 3.285316, W, 3, 45, 2.835053, 53.5904","55, 53.054755, W, 3, 45.047251, 53.5904","55.8842459211, -3.7507875146, 53.5904","3577869.8469, -234555.3674, 5257268.8542","290582 667064 0 1","NS9067"
"290657 904141","58, 0, 46.56033, W, 3, 51, 8.231624, 51.7607","58, 0.776006, W, 3, 51.137194, 51.7607","58.012933425, -3.8522865622, 51.7607","3379216.7646, -227544.9038, 5386544.8338","290657 904141 0 1","NC9004"
"290769 179848","51, 30, 25.101554, W, 3, 34, 31.050436, 51.9659","51, 30.418359, W, 3, 34.517507, 51.9659","51.5069726538, -3.5752917878, 51.9659","3970331.256, -248073.1749, 4968886.0167","290769 179848 0 1","SS9079"
"291175 93320","50, 43, 45.345183, W, 3, 32, 35.883838, 51.7446","50, 43.755753, W, 3, 32.598064, 51.7446","50.7292625509, -3.5433010662, 51.7446","4037691.5885, -250018.8242, 4914575.3434","291175 93320 0 1","SX9193"
"291461 91965","50, 43, 1.686472, W, 3, 32, 19.86408, 51.7129","50, 43.028108, W, 3, 32.331068, 51.7129","50.717135131, -3.5388511334, 51.7129","4038753.3174, -249769.6928, 4913721.2467","291461 91965 0 1","SX9191"
"291875 92995","50, 43, 35.298256, W, 3, 31, 59.848245, 51.7156","50, 43.588304, W, 3, 31.997471, 51.7156","50.7264717379, -3.5332911791, 51.7156","4037975.0742, -249328.2243, 4914378.7977","291875 92995 0 1","SX9192"
"292380 660140","55, 49, 20.887662, W, 3, 43, 9.51744, 53.6402","55, 49.348128, W, 3, 43.158624, 53.6402","55.8224687949, -3.7193103999, 53.6402","3583678.6873, -232958.9898, 5253408.0332","292380 660140 -0 1","NS9260"
